res_id,du_id
356205005,337128468
356205005,337128467
356205005,337128466
356205005,337128465
356205005,337128464
356205005,337128463
356205005,337128462
356205005,337128459
356205005,337128457
356205005,337128456
356205005,337128455
356205005,337128454
356205005,337128453
356205005,337128452
356205005,337128451
356205005,337128450
356205005,337128448
356205005,337128447
356205005,337128445
356205005,337128444
356205005,337128441
356205005,337128438
356205005,337128436
356205005,337128433
356205005,337128431
356205005,337128430
356205005,337128429
356205005,337128428
356205005,337128426
356205005,337128425
356205005,337128424
356205005,337128423
356205005,337128422
356205005,337128421
356205005,337128420
356205005,337128419
356205005,337128415
356205005,337128413
356205005,337128412
356205005,337128411
356205005,337128410
356205005,337128409
356205005,337128408
356205005,337128407
356205005,337128406
356205005,337128405
356205005,337128404
356205005,337128403
356205005,337128401
356205005,337128399
356205005,337128398
356205005,337128396
356205005,337128395
356205005,337128393
356205005,337128390
356205005,337128389
356205005,337128387
356205005,337128386
356205005,337128384
356205005,337128383
356205005,337128380
356205005,337128379
356205005,337128376
356205005,337128375
356205005,337128374
356205005,337128373
356205005,337128371
356205005,337128370
356205005,337128369
356205005,337128368
356205005,337128367
356205005,337128366
356205005,337128365
356205005,337128364
356205005,337128363
356205005,337128362
356205005,337128361
356205005,337128360
356205005,337128359
356205005,337128358
356205005,337128357
356205005,337127727
356205005,337127726
356205005,337127725
356205005,337127724
356205005,337129291
356205005,337129290
356205005,337129289
356205005,337129288
356205005,337129287
356205005,337129286
356205005,337129285
356205005,337129283
356205005,337129282
356205005,337129281
356205005,337129280
356205005,337129279
356205005,337129278
356205005,337129277
356205005,337129276
356205005,337129275
356205005,337129274
356205005,337129273
356205005,337129272
356205005,337129271
356205005,337129270
356205005,337129269
356205005,337129268
356205005,337129267
356205005,337129266
356205005,337129265
356205005,337129264
356205005,337129263
356205005,337129262
356205005,337129261
356205005,337129260
356205005,337129259
356205005,337129258
356205005,337129257
356205005,337129256
356205005,337129255
356205005,337129254
356205005,337129253
356205005,337129251
356205005,337129250
356205005,337129249
356205005,337129248
356205005,337129238
356205005,337129227
356205005,337129216
356205005,337129204
356205005,337129194
356205005,337129193
356205005,337129192
356205005,337129191
356205005,337129190
356205005,337129189
356205005,337129188
356205005,337129187
356205005,337129185
356205005,337129184
356205005,337129183
356205005,337129182
356205005,337129181
356205005,337129180
356205005,337129179
356205005,337129178
356205005,337129177
356205005,337129176
356205005,337129175
356205005,337129174
356205005,337129173
356205005,337129172
356205005,337129171
356205005,337129170
356205005,337129169
356205005,337129167
356205005,337129166
356205005,337129165
356205005,337129164
356205005,337129162
356205005,337129160
356205005,337129159
356205005,337129154
356205005,337129153
356205005,337129151
356205005,337129150
356205005,337129149
356205005,337129147
356205005,337129146
356205005,337129145
356205005,337129144
356205005,337129143
356205005,337129142
356205005,337129141
356205005,337129140
356205005,337129139
356205005,337129138
356205005,337129137
356205005,337129135
356205005,337129134
356205005,337129133
356205005,337129132
356205005,337129131
356205005,337129130
356205005,337129129
356205005,337129128
356205005,337129127
356205005,337129126
356205005,337129125
356205005,337129123
356205005,337129122
356205005,337129121
356205005,337129120
356205005,337129119
356205005,337129118
356205005,337129117
356205005,337129116
356205005,337129108
356205005,337129107
356205005,337129106
356205005,337129105
356205005,337129104
356205005,337129103
356205005,337129102
356205005,337129101
356205005,337129100
356205005,337129098
356205005,337129091
356205005,337129090
356205005,337129089
356205005,337129088
356205005,337129087
356205005,337129086
356205005,337129085
356205005,337129084
356205005,337129083
356205005,337129080
356205005,337129078
356205005,337129076
356205005,337129074
356205005,337129073
356205005,337129072
356205005,337129071
356205005,337129068
356205005,337129067
356205005,337128919
356205005,337128918
356205005,337128914
356205005,337128913
356205005,337128912
356205005,337128911
356205005,337128910
356205005,337128909
356205005,337128908
356205005,337128907
356205005,337128906
356205005,337128905
356205005,337128904
356205005,337128902
356205005,337128899
356205005,337128898
356205005,337128897
356205005,337128896
356205005,337128895
356205005,337128894
356205005,337128893
356205005,337128892
356205005,337128891
356205005,337128890
356205005,337128889
356205005,337128886
356205005,337128883
356205005,337128882
356205005,337128881
356205005,337128880
356205005,337128879
356205005,337128878
356205005,337128877
356205005,337128876
356205005,337128875
356205005,337128831
356205005,337128826
356205005,337128823
356205005,337128822
356205005,337128821
356205005,337128820
356205005,337128819
356205005,337128818
356205005,337128817
356205005,337128816
356205005,337128815
356205005,337128814
356205005,337128813
356205005,337128812
356205005,337128811
356205005,337128810
356205005,337128809
356205005,337128808
356205005,337128807
356205005,337128806
356205005,337128805
356205005,337128804
356205005,337128803
356205005,337128802
356205005,337128801
356205005,337128800
356205005,337128799
356205005,337128798
356205005,337128797
356205005,337128796
356205005,337128794
356205005,337128793
356205005,337128792
356205005,337128788
356205005,337128786
356205005,337128785
356205005,337128784
356205005,337128783
356205005,337128782
356205005,337128781
356205005,337128780
356205005,337128779
356205005,337128778
356205005,337128777
356205005,337128776
356205005,337128775
356205005,337128774
356205005,337128773
356205005,337128772
356205005,337128771
356205005,337128770
356205005,337128769
356205005,337128766
356205005,337128764
356205005,337128763
356205005,337128762
356205005,337128761
356205005,337128760
356205005,337128759
356205005,337128758
356205005,337128757
356205005,337128756
356205005,337128755
356205005,337128754
356205005,337128753
356205005,337128752
356205005,337128751
356205005,337128750
356205005,337128749
356205005,337128748
356205005,337128745
356205005,337128741
356205005,337128740
356205005,337128739
356205005,337128738
356205005,337128737
356205005,337128736
356205005,337128735
356205005,337128734
356205005,337128731
356205005,337128727
356205005,337128725
356205005,337128722
356205005,337128720
356205005,337128719
356205005,337128715
356205005,337128703
356205005,337128691
356205005,337128674
356205005,337128660
356205005,337128649
356205005,337128636
356205005,337128626
356205005,337128616
356205005,337128606
356205005,337128596
356205005,337128586
356205005,337128585
356205005,337128584
356205005,337128583
356205005,337128582
356205005,337127723
356205005,337127722
356205005,337127721
356205005,337127720
356205005,337127719
356205005,337127718
356205005,337127716
356205005,337127715
356205005,337127714
356205005,337127713
356205005,337127712
356205005,337127711
356205005,337127710
356205005,337127709
356205005,337127707
356205005,337127706
356205005,337127705
356205005,337127704
356205005,337127703
356205005,337127694
356205005,337127683
356205005,337127672
356205005,337127661
356205005,337127650
356205005,337127640
356205005,337127629
356205005,337127618
356205005,337127608
356205005,337127597
356205005,337127587
356205005,337127577
356205005,337127566
356205005,337127561
356205005,337127560
356205005,337127559
356205005,337127558
356205005,337127557
356205005,337127555
356205005,337127541
356205005,337127539
356205005,337127538
356205005,337127537
356205005,337127536
356205005,337127535
356205005,337127533
356205005,337127532
356205005,337127531
356205005,337127529
356205005,337127522
356205005,337127520
356205005,337127519
356205005,337127518
356205005,337127517
356205005,337127516
356205005,337127515
356205005,337127514
356205005,337127513
356205005,337127512
356205005,337127511
356205005,337127510
356205005,337127509
356205005,337127508
356205005,337127507
356205005,337127506
356205005,337127505
356205005,337127504
356205005,337127501
356205005,337127499
356205005,337127488
356205005,337127487
356205005,337127480
356205005,337127477
356205005,337127476
356205005,337127475
356205005,337127474
356205005,337127473
356205005,337127472
356205005,337127471
356205005,337127470
356205005,337127469
356205005,337127467
356205005,337127464
356205005,337127463
356205005,337127462
356205005,337127461
356205005,337127460
356205005,337127459
356205005,337127458
356205005,337127457
356205005,337127456
356205005,337127455
356205005,337127454
356205005,337127453
356205005,337127444
356205005,337127442
356205005,337127436
356205005,337127434
356205005,337127433
356205005,337127432
356205005,337127431
356205005,337127428
356205005,337127426
356205005,337127425
356205005,337127424
356205005,337127423
356205005,337127422
356205005,337127421
356205005,337127420
356205005,337127419
356205005,337127418
356205005,337127417
356205005,337127416
356205005,337127415
356205005,337127414
356205005,337127413
356205005,337127412
356205005,337127411
356205005,337127410
356205005,337127409
356205005,337127408
356205005,337127407
356205005,337127406
356205005,337127405
356205005,337127404
356205005,337127403
356205005,337127402
356205005,337127400
356205005,337127397
356205005,337127396
356205005,337127394
356205005,337127382
356205005,337127371
356205005,337127361
356205005,337127346
356205005,337127334
356205005,337127318
356205005,337127304
356205005,337127291
356205005,337127279
356205005,337127267
356205005,337127256
356205005,337127246
356205005,337127239
356205005,337127140
356205005,337127139
356205005,337127138
356205005,337127137
356205005,337127130
356205005,337127129
356205005,337127127
356205005,337126889
356205005,337126888
356205005,337126887
356205005,337126884
356205005,337129066
356205005,337129065
356205005,337129064
356205005,337128306
356205005,337128305
356205005,337128303
356205005,337128301
356205005,337128300
356205005,337128299
356205005,337128298
356205005,337128297
356205005,337128296
356205005,337128295
356205005,337128293
356205005,337128292
356205005,337128291
356205005,337128290
356205005,337128003
356205005,337128002
356205005,337128001
356205005,337128000
356205005,337127999
356205005,337127998
356205005,337127997
356205005,337127996
356205005,337127995
356205005,337127994
356205005,337127993
356205005,337127992
356205005,337127990
356205005,337127983
356205005,337127974
356205005,337127964
356205005,337127954
356205005,337127942
356205005,337127930
356205005,337127921
356205005,337127913
356205005,337127902
356205005,337127892
356205005,337127882
356205005,337127871
356205005,337127865
356205005,337127863
356205005,337127862
356205005,337127861
356205005,337127860
356205005,337127856
356205005,337127849
356205005,337127848
356205005,337127847
356205005,337127846
356205005,337127845
356205005,337127844
356205005,337127842
356205005,337127841
356205005,337127840
356205005,337127839
356205005,337127837
356205005,337127835
356205005,337127833
356205005,337127832
356205005,337127831
356205005,337127830
356205005,337127829
356205005,337127828
356205005,337127827
356205005,337127826
356205005,337127825
356205005,337127824
356205005,337127823
356205005,337127822
356205005,337127821
356205005,337127820
356205005,337127819
356205005,337127818
356205005,337127814
356205005,337127812
356205005,337127811
356205005,337127808
356205005,337127807
356205005,337127805
356205005,337127804
356205005,337127803
356205005,337127802
356205005,337127801
356205005,337127798
356205005,337127796
356205005,337127795
356205005,337127794
356205005,337127793
356205005,337127792
356205005,337127790
356205005,337127788
356205005,337127786
356205005,337127785
356205005,337127784
356205005,337127783
356205005,337127782
356205005,337127781
356205005,337127780
356205005,337127779
356205005,337127778
356205005,337127777
356205005,337127775
356205005,337127773
356205005,337127772
356205005,337127771
356205005,337127770
356205005,337127768
356205005,337127767
356205005,337127766
356205005,337127765
356205005,337127764
356205005,337127763
356205005,337127762
356205005,337127761
356205005,337127760
356205005,337127759
356205005,337127758
356205005,337127756
356205005,337127755
356205005,337127753
356205005,337127751
356205005,337127750
356205005,337127749
356205005,337127748
356205005,337127747
356205005,337127746
356205005,337127745
356205005,337127743
356205005,337127742
356205005,337127735
356205005,337127734
356205005,337127733
356205005,337127732
356205005,337127731
356205005,337127730
356205005,337127729
356205005,337126882
356205005,337126881
356205005,337126880
356205005,337126879
356205005,337126878
356205005,337126877
356205005,337126876
356205005,337126875
356205005,337126874
356205005,337126873
356205005,337126872
356205005,337126871
356205005,337126870
356205005,337126869
356205005,337126868
356205005,337126867
356205005,337126866
356205005,337126865
356205005,337126864
356205005,337126863
356205005,337126862
356205005,337126860
356205005,337126859
356205005,337126858
356205005,337126857
356205005,337126856
356205005,337126855
356205005,337126854
356205005,337126853
356205005,337126852
356205005,337126850
356205005,337126848
356205005,337126847
356205005,337126846
356205005,337126845
356205005,337126844
356205005,337126843
356205005,337126842
356205005,337126838
356205005,337126837
356205005,337126836
356205005,337126835
356205005,337126834
356205005,337126833
356205005,337126832
356205005,337126830
356205005,337126829
356205005,337126822
356205005,337126821
356205005,337126820
356205005,337126819
356205005,337126818
356205005,337126816
356205005,337126815
356205005,337126812
356205005,337126805
356205005,337126803
356205005,337126802
356205005,337126796
356205005,337126794
356205005,337126793
356205005,337126792
356205005,337126791
356205005,337126790
356205005,337126789
356205005,337126788
356205005,337126786
356205005,337126785
356205005,337126783
356205005,337126782
356205005,337126780
356205005,337126778
356205005,337126775
356205005,337126774
356205005,337126772
356205005,337126771
356205005,337126769
356205005,337126768
356205005,337126766
356205005,337126764
356205005,337126763
356205005,337126761
356205005,337126760
356205005,337126758
356205005,337126757
356205005,337126755
356205005,337126753
356205005,337126752
356205005,337126750
356205005,337126749
356205005,337126747
356205005,337126746
356205005,337126744
356205005,337126743
356205005,337126741
356205005,337126740
356205005,337126738
356205005,337126729
356205005,337126717
356205005,337126704
356205005,337126689
356205005,337126674
356205005,337126662
356205005,337126649
356205005,337126637
356205005,337126622
356205005,337126611
356205005,337126603
356205005,337126602
356205005,337126600
356205005,337126598
356205005,337126596
356205005,337126595
356205005,337126593
356205005,337126592
356205005,337126589
356205005,337126588
356205005,337126587
356205005,337126586
356205005,337126584
356205005,337126583
356205005,337126581
356205005,337126580
356205005,337126576
356205005,337126573
356205005,337126572
356205005,337126569
356205005,337126568
356205005,337126566
356205005,337126565
356205005,337126562
356205005,337126560
356205005,337126559
356205005,337126557
356205005,337126556
356205005,337126555
356205005,337126553
356205005,337126551
356205005,337126550
356205005,337126549
356205005,337126548
356205005,337126547
356205005,337126546
356205005,337126545
356205005,337126544
356205005,337126543
356205005,337126541
356205005,337126540
356205005,337126539
356205005,337126538
356205005,337126537
356205005,337126536
356205005,337126535
356205005,337126534
356205005,337129063
356205005,337129062
356205005,337129061
356205005,337129060
356205005,337129059
356205005,337129058
356205005,337129057
356205005,337129056
356205005,337129055
356205005,337129054
356205005,337129053
356205005,337129052
356205005,337129049
356205005,337129047
356205005,337129042
356205005,337129030
356205005,337129018
356205005,337129007
356205005,337128996
356205005,337128986
356205005,337128975
356205005,337128967
356205005,337128966
356205005,337128965
356205005,337128964
356205005,337128963
356205005,337128962
356205005,337128961
356205005,337128960
356205005,337128959
356205005,337128957
356205005,337128953
356205005,337128948
356205005,337128942
356205005,337128940
356205005,337128938
356205005,337128936
356205005,337128935
356205005,337128934
356205005,337128933
356205005,337128932
356205005,337128931
356205005,337128930
356205005,337128929
356205005,337128928
356205005,337128927
356205005,337128926
356205005,337128925
356205005,337128924
356205005,337128923
356205005,337128922
356205005,337128921
356205005,337128920
356205005,337128356
356205005,337128355
356205005,337128354
356205005,337128353
356205005,337128352
356205005,337128351
356205005,337128350
356205005,337128349
356205005,337128348
356205005,337128347
356205005,337128346
356205005,337128345
356205005,337128344
356205005,337128343
356205005,337128342
356205005,337128341
356205005,337128340
